,PI,NOME_COLOQUIAL,UF
23790,190045901,SANDALIA PRETA 47/48,PAR
23792,145672263,"ESPUMA DETERGENTE DESINFETANTE HOSPITALAR PARA SUPERFÍCIES, FRASCO DE 750 ML",FRASCO
23794,190047269,LIQUIDO INIBIDOR CORROSÃO,BALDE
23833,190011380,"MANGUEIRA DE INCÊNDIO CAPA SIMPLES (1 1/2"") STORZ",UNIDADE
23835,190011381,"MANGUEIRA DE INCÊNDIO CAPA SIMPLES (2 1/2"") STORZ",UNIDADE
23839,BR3236269,ESCOVA DE ARAME,UNIDADE
23848,190043307,JUNTA,UNIDADE
23851,190016467,PAPEL-TOALHA FOLHA DUPLA NA COR BRANCA,PACOTE
23858,190046421,VALVULA ASPIRAÇÃO 1 ESTAGIO,UNIDADE
23859,BR3235465,DISJUNTOR,UNIDADE
23860,BR3234941,OLEO LUBRIFICANTE ENGRENAGEM,BALDE
23862,BR3234942,OLEO LUBRIFICANTE REFRIGERANTE COMPRESSOR,BALDE
23863,BR3234943,OLEO LUBRIFICANTE MOTOR,FRASCO
23870,BR3234961,OLEO LUBRIFICANTE MOTOR,BALDE
23875,BR3231229,DESMINERADOR AGUA,QUILOGRAMA
23877,190048800,CAIXA DISTRIBUIÇÃO,UNIDADE
23878,190015087,PRIMER EPOXI POLIISOCIANATO,GALAO
23902,190043172,CONTATOR           (AGUARDANDO IPC 19),UNIDADE
23904,190045646,FUSIVEL CARTUCHO,UNIDADE
23905,190018347,CALÇA CINZA 48 (100%POL),UNIDADE
23913,BR3235466,DISJUNTOR,UNIDADE
23914,BR3235467,DISJUNTOR,UNIDADE
23915,BR3235468,DISJUNTOR,UNIDADE
23916,BR3235469,DISJUNTOR,UNIDADE
23917,190027659,ROSUVASTATINA CALCICA 10MG COMPRIMIDO REVESTIDO,TABLETE
23932,BR3234948,OLEO LUBRIFICANTE ENGRENAGEM,BALDE
23933,190041424,CORTINA LIMITADORA DE FUMAÇA,UNIDADE
23942,190016023,GRM LAC MOV ALEATORIO,UNIDADE
23943,190049424,TOALHA DE ROSTO AZUL,UNIDADE
23944,190049426,CONJUNTO METÁLICO PARA GUIA DE TALIM,CONJUNTO
23946,190049427,ANEL DESGASTE ESTACIONARIO,UNIDADE
23964,190018922,PRIMER EPOXI CINZA,CONJUNTO
23981,BR3231798,OLEO LUBRIFICANTE COMPRESSOR AR,TAMBOR
23983,190045211,TÊNIS EDUCAÇÃO FÍSICA 38,PAR
23987,BR3225185,TÊNIS EDUCAÇÃO FÍSICA 49,PAR
23988,190011752,FACA SOBREMESA TIPO 2,DUZIA
23992,190019289,CERA LIQUIDA IMPERMEABILIZANTE BASE CARNAUBA 5 LITROS,LITRO
23995,190011525,DETERGENTE PO 5KG,SACO
24000,190015645,MANTA ABSORVENTE,CAIXA
24002,190000006,PAPEL HIGIÊNICO FOLHA DUPLA,FARDO
24077,190012159,COLHER ARROZ TIPO 2,UNIDADE
24087,190013585,COLHER ACUCAR TIPO 2,UNIDADE
24090,190016049,PRANCHETA (240 X 360 MM),UNIDADE
24092,190043225,ANEL RETENÇÃO,UNIDADE
24098,190041713,"INTEGRADOR QUÍMICO, TIPO CLASSE 5",UNIDADE
24099,190042890,RETENTOR GAXETA,UNIDADE
24100,190018689,PRIMER EPOXI POLIAMIDA,GALAO
24123,190029586,TINTA ANTIDERRAPANTE,GALAO
24128,190047182,"CONEXÃO DUPLO MACHO (2.1/2"") ROSCA",UNIDADE
24129,190048379,TRAVA,UNIDADE
24162,190045680,GAXETA PRE-FABRICADA,UNIDADE
24163,BR3210343,LUVA DE BORRACHA PARA ELETRICISTA (TAM 10) 1000 VCA,PAR
24164,190046280,TÊNIS EDUCAÇÃO FÍSICA 47,PAR
24167,190042299,CART 20 X 128 MM AE-I-T-AD,UNIDADE
24169,190042599,OLEO LUBRIFICANTE ENGRENAGEM,BALDE
24184,190033919,PRIMER ALQUIDICA VERMELHA,GALAO
24211,190045929,SANDALIA PRETA 49/50,PAR
24213,190046333,"ESPECULO DESCARTAVEL, DIVIDIDO EM DUAS PARTES, AS VALVULAS (DE POLIMERO CRITTAL) E O PARAFUSO, APRESENTANDO CONTORNOS LISOS E REGULARES SEM REENTRANCIAS E/OU PROTUBERANCIAS. O PARAFUSO E ACOPLADO AO ESPECULO",UNIDADE
24215,190037327,"ARCO DE SERRA FIXO (12"")",UNIDADE
24220,190046492,"SAPATILHO OVAL P/CABO ACO 6,3MM (1/4 PLO) DIAM",UNIDADE
24222,190043066,MANOMETRO,UNIDADE
24223,190005138,MALEATO DE ENALAPRIL 20 MG COMPRIMIDO,TABLETE
24233,190046611,JUNTA,UNIDADE
24234,190011399,EXTINTOR DE INCÊNDIO DE PÓ QUÍMICO SECO (8 KG),UNIDADE
24240,190045782,OLEO LUBRIFICANTE COMPRESSOR AR,BALDE
24248,190048362,CAMISA BRANCA M/L C/ PASS 4,UNIDADE
24249,190048363,CAMISA BRANCA M/L C/ PASS 2,UNIDADE
24250,190048365,CAMISA BRANCA M/L C/ PASS 7,UNIDADE
24257,190042601,OLEO LUBRIFICANTE PRESERVATIVO INIBIDOR CORROSAO,BALDE
24260,190042360,OLEO LUBRIFICANTE MOTOR,FRASCO
24274,190042569,SIN STLA VRM VRD,UNIDADE
24296,190029834,TINTA  ALQUIDICA CINZA,GALAO
24307,190012081,ATENOLOL 25 MG COMPRIMIDO,TABLETE
24324,190016736,GARFO DE SALADA TIPO 1,UNIDADE
24328,190024064,OLEO LUBRIFICANTE ENGRENAGEM,BALDE
24333,190048367,BLUSA BRANCA M/L COM PASSADOR 38,UNIDADE
24335,190048368,BLUSA BRANCA M/L COM PASSADOR 40,UNIDADE
24337,190019538,TINTA EPOXI VINILICA MARROM AVERMELHADO,BALDE
24353,190042361,OLEO LUBRIFICANTE MOTOR,BALDE
24373,190042916,"ANEL ""0""",UNIDADE
24374,190042920,ANEL O,UNIDADE
24375,190042926,REPARO BOMBA HIDRAULICA,UNIDADE
24376,190042927,REPARO BOMBA ROTATIVA,UNIDADE
24377,BR3232675,CONVERSOR DE SINAL,UNIDADE
24379,190042952,CHAVETA MOTRIZ,UNIDADE
24380,190050629,DISTINTIVO DE VETERANO GM QC-CN,UNIDADE
24381,190050634,DISTINTIVO DE VETERANO GM QC-EN,UNIDADE
24382,190029572,TINTA POLIURETANO ACRILICO,BALDE
24383,190036594,REVESTIMENTO POLIURETANO,BALDE
24385,190026018,OLEO LUBRIFICANTE ENGRENAGEM,TAMBOR
24388,190014941,MARTELO BOLA (500 GR),UNIDADE
24398,190010689,TALHADEIRA MANUAL (19 X 200 MM),UNIDADE
24400,190013653,CHAVE DE FENDA (12 X 250 MM),UNIDADE
24402,190042289,SUGAMADEX SÓDICO SOLUCAO INJETAVEL 100MG/ML FRASCO AMPOLA (IV) 2ML,FRASCO
24403,190046519,GRAXA USO AERONAVE,LATA
24405,190046521,GRAXA USO AERONAVE,QUILOGRAMA
24464,BR3236257,VENTILADOR AXIAL (SIROCO ELÉTRICO),UNIDADE
24468,BR3236258,CÂMERA DE IMAGEM TÉRMICA,UNIDADE
24469,BR3236885,PLACA CIRCUITO IMPRESSO,UNIDADE
24471,190038042,CHAVE BOCA 17MM X 19MM (3/4POL),UNIDADE
24475,190033582,TINTA POLIURETANO ACRILICA,GALAO
24484,190047962,DISTINTIVO DE VETERANO 2T QC-CA,UNIDADE
24485,190046656,JUNTA,UNIDADE
24517,190043125,ELO KENTER,UNIDADE
24519,190045969,MANOVACUOMETRO,UNIDADE
24520,190045971,SUPORTE AMORTECEDOR,UNIDADE
24521,190044867,"CART PLAST 18,6MM COM PROJETIL DE BORRACHA DE PRECISÃO",UNIDADE
24522,190041998,PACOTE TESTE DESAFIO COM INDICADOR BIOLÓGICO DE LEITURA RÁPIDA CAIXA COM 25 PACOTES,PACOTE
24527,190050719,ESPARGIDOR DE ESPUMA C/ AG PIM MEDIO,UNIDADE
24530,BR3236217,"SERROTE MANUAL (20"")",UNIDADE
24532,BR3235878,REGULADOR TEMPERATURA TERMOSTATICA,UNIDADE
24533,190018174,INSÍGNIA OMBRO PLATINA CMG-QT,PAR
24535,190028972,TINTA PRETA ANTIDERRAPANTE,BALDE
24542,190039838,CHAVE COMUTADORA,UNIDADE
24544,190046658,JUNTA,UNIDADE
24546,190046527,GRAXA BISSULFETO MOLIBDENIO,LATA
24553,190046004,TINTA ALQUIDICA CINZA CLARA,GALAO
24586,190042353,COMPOSTO ANTICORROSIVO EM AEROSSOL,LATA
24587,190043156,FUSSIVEL CARTUCHO,UNIDADE
24589,190043184,LAPIS DERMATOGRAFICO VERMELHO,DUZIA
24592,190046381,DEFENSA INFLAVEL 203MM X 762MM (8 X 30 POL),UNIDADE
24596,190043315,TUBO DIRECIONAL METALICO,UNIDADE
24598,190020128,TELA DE ARAME,UNIDADE
24599,190018104,OLEO LUBRIFICANTE HIDRAULICO,TAMBOR
24600,190010828,OLEO LUBRIFICANTE HIDRAULICO,BALDE
24604,190017939,INSÍGNIA OMBRO PLATINA CC-MD,PAR
24606,190017727,INSÍGNIA OMBRO PLATINA SO-MU,PAR
24608,BR3236184,REGULADOR TEMPERATURA TERMOSTATICA,UNIDADE
24609,190020228,GRAXA BASE SABAO CALCIO,BALDE
24619,BR3235877,ÓCULOS PROTEÇÃO - VISOR VERDE,UNIDADE
24621,190020505,"ALICATE BOMBA D'ÀGUA (9.1/2"")",UNIDADE
24625,190033397,"CUNHA DE MADEIRA (2"" X 4"" X 8"")",UNIDADE
24628,190029701,TINTA EPOXI POLIAMINA CINZA,GALAO
24631,190029571,TINTA EPOXI POLIAMINA CINZA,GALAO
24634,190019115,TINTA EPOXI POLIAMINA ROSA,BALDE
24661,190045415,TÊNIS EDUCAÇÃO FÍSICA 52,PAR
24665,190047288,OLEO LUBRIFICANTE MOTOR,FRASCO
24675,190022214,INIBIDOR CORROSÃO SISTEMA ARREFECIMENTO,FRASCO
24680,190018145,GALHETEIRO TIPO 1,UNIDADE
24684,190050720,OLEO LUBRIFICANTE MOTOR NAUTICO,BALDE
24701,190019918,AMORTECEDOR,UNIDADE
24703,190017389,"LUVA BRANCA TAM.10,0 CM.",PAR
24707,190016057,CAPA BELICHE,UNIDADE
24710,190016341,INSÍGNIA OMBRO PLATINA CF-CD,PAR
24711,BR3236198,"BUJÃO CÔNICO DE MADEIRA (0 X 1"" X 3"")",UNIDADE
24721,BR3236200,"BUJÃO CÔNICO DE MADEIRA (0 X 2"" X 4"")",UNIDADE
24725,BR3236201,"BUJÃO TRONCÔNICO DE MADEIRA (1"" X 5"" X 10"")",UNIDADE
24769,190012330,DÓLMÃ BRANCO CURTO 48 E CALÇA,UNIDADE
24773,190048168,CAMISA BRANCA M/L C/ PASS 3,UNIDADE
24774,190048234,CAMISA BRANCA M/L C/ PASS 5,UNIDADE
24776,190048369,BLUSA BRANCA M/L COM PASSADOR 42,UNIDADE
24814,BR3236202,"CUNHA DE MADEIRA (2"" X 2"" X 8"")",UNIDADE
24817,BR3236203,"BUJÃO TRONCÔNICO DE MADEIRA (4"" X 8"" X 10"")",UNIDADE
24820,BR3236205,"GRAMPO AJUSTÁVEL TIPO C (8"" - PESCOÇO 3 1/4"")",UNIDADE
24822,BR3236206,GRAMPO,UNIDADE
24823,190016915,INSÍGNIA GOLA DIST CMG,UNIDADE
24827,190017267,INSÍGNIA GOLA DIST QC FN-CONV,UNIDADE
24828,190050622,DISTINTIVO DE VETERANO CT QC-EN,UNIDADE
24853,190046320,TÊNIS EDUCAÇÃO FÍSICA 46,PAR
24856,BR3230350,TOALHA DE BANHO AZUL,UNIDADE
24860,190048370,BLUSA BRANCA M/L COM PASSADOR 44,UNIDADE
24862,190048371,BLUSA BRANCA M/L COM PASSADOR 46,UNIDADE
24864,190048372,BLUSA BRANCA M/L COM PASSADOR 48,UNIDADE
24865,190047474,TRANSFORMADOR,UNIDADE
24866,190047475,TRANSFORMADOR,UNIDADE
24867,190047476,TRANSMISSOR PRESSÃO,UNIDADE
24877,BR3237754,EQUIPAMENTO AUTÔNOMO DE PROTEÇÃO RESPIRATÓRIA,UNIDADE
24882,190013787,CHAVE COMBINADA 32 MM,UNIDADE
24884,190010957,TARTARATO DE METOPROLOL 100MG COMPRIMIDO REVESTIDO (VO),TABLETE
24891,190007914,"CLORETO DE SÓDIO SOLUÇÃO INJETÁVEL 0,9% EM SISTEMA FECHADO COM UM PONTO PARA ADIÇÃO DE MEDICAMENTO EM LÁTEX AUTO VEDÁVEL FRASCO/BOLSA 500ML (IV).",UNIDADE
24905,190039920,FLUIDO HIDRAULICO BASE PETROLEO (VIDE DESCRIÇÃO DETALHADA PARA AQUISIÇÕES),BALDE
24916,190036266,ESPAÇADOR LUVA,UNIDADE
24917,190036271,ANEL,UNIDADE
24918,190019014,CALÇA BEGE 58 (100%POL) CFN/EFOMM,UNIDADE
24921,190036120,LÍQUIDO GERADOR DE ESPUMA,BALDE
24933,009857099,OLEO LUBRIFICANTE,QUARTO DE GALAO AMERICANO
24934,190041415,OLEO LUBRIFICANTE PASTOSO,BALDE
24949,190041260,RELE AUXILIAR,UNIDADE
24953,190039790,MICROCHAVE,UNIDADE
24955,190037549,CONTATOR PRINCIPAL 95 A,UNIDADE
24956,190037551,CONTATOR AUXILIAR,UNIDADE
24957,190040066,RELE TEMPO,UNIDADE
24958,190039096,ANEL DESGASTE,UNIDADE
24960,190039099,ANEL DESGASTE,UNIDADE
24961,190038492,RELE,UNIDADE
24962,190040233,DIAFRAGMA,UNIDADE
24963,190031353,ANEL,UNIDADE
24965,190032809,SOVENTE PRIMER EPOXI AVIACAO,LITRO
24966,190041394,LAPIS DERMATOGRAFICO AMARELO,UNIDADE
24967,190039027,CHAVE HEXAGONAL (ALLEN) 10 MM,UNIDADE
24968,190037710,DICLORIDRATO TRIMETAZIDINA 35MG COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA,TABLETE
24984,190039813,CHAVE SELETORA,UNIDADE
24985,190039818,CHAVE SELETORA,UNIDADE
24989,190027267,SOPEIRA TIPO 1,UNIDADE
24991,190041016,BIFES DE CARNE BOVINA (ALCATRA),QUILOGRAMA
25002,190037546,"SAPATILHO CIRCULAR P/ CABO DE FIBRA (1"")",UNIDADE
25003,190031625,OLEO LUBRIFICANTE TURBINA AVIACAO,QUARTO DE GALAO AMERICANO
25016,190039821,CHAVE SELETORA,UNIDADE
25017,190039823,CHAVE SELETORA,UNIDADE
25018,190039826,CHAVE SELETORA,UNIDADE
25019,190039833,CHAVE SELETORA,UNIDADE
25020,190039835,CHAVE COMUTADORA,UNIDADE
25022,190040424,BUSCA VIDA GARATEIA 15 LIBRAS,UNIDADE
25030,190037459,TRANSFORMADOR FORÇA,UNIDADE
25031,190037460,TRANSFORMADOR CORRENTE 200/1A,UNIDADE
25032,190039514,VALVULA ESFERA,UNIDADE
25036,190035483,CAPACETE DE SEGURANÇA ABA TOTAL (MARROM),UNIDADE
25041,190040940,ESQUADRO DE AÇO (254 MM),UNIDADE
25043,190029748,TINTA ALQUIDICA VERDE CLARO,BALDE
25044,190036078,FLUIDO HIDRAULICO BASE PETROLEO,QUARTO DE GALAO AMERICANO
25051,190040802,RELE,UNIDADE
25052,190038665,ANEL-O,UNIDADE
25054,190038668,ANEL VEDACAO,UNIDADE
25056,190037961,"GRAMPO EM U P/ CABO DE AÇO (1/4"")",UNIDADE
25065,190039839,CHAVE COMUTADORA,UNIDADE
25069,190039840,CHAVE COMUTADORA,UNIDADE
25071,190039693,ARRUELA PRESSAO,UNIDADE
25072,190039694,ARRUELA PRESSAO,UNIDADE
25073,190037556,DISJUNTOR MONOPOLAR 4 A,UNIDADE
25074,190037566,DISJUNTOR MONOPOLAR 6 A,UNIDADE
25075,190037567,DISJUNTOR TRIPOLAR 2 A,UNIDADE
25076,190040325,BLOCO PROTECAO,UNIDADE
25078,190040326,BLOCO PROTECAO,UNIDADE
25080,190018607,BALANCA EXTINTOR,UNIDADE
25086,BR3218660,QUARTEL TORNEL,UNIDADE
25087,BR3218661,MANILHA RETA (19 MM),UNIDADE
25088,190006222,"CART 12,7 MM PI",UNIDADE
25089,190006223,"CART 12,7X99MM (.50) M33 C",UNIDADE
25091,190029011,GLICOSE SOLUÇÃO INJETÁVEL 5%  EM SISTEMA FECHADO COM UM PONTO PARA ADIÇÃO DE MEDICAMENTO EM LÁTEX AUTO VEDÁVEL FRASCO/BOLSA 250 ML (IV).,UNIDADE
25101,190041374,JATOR ELÉTRICO 3 PILHAS,UNIDADE
25107,190041182,TRENA DE PROFUNDIDADE 15 M,UNIDADE
25110,190037568,CONTATOR PRINCIPAL 65 A,UNIDADE
25111,190040105,ROLAMENTO,UNIDADE
25112,190040110,ROLAMENTO ESFERA ANULAR,UNIDADE
25113,190039827,CHAVE SELETORA,UNIDADE
25114,190037586,ROLAMENTO CILINDRICO AUTO-ALINHADOR,UNIDADE
25116,190039515,VALVULA ESFERA,UNIDADE
25118,190038724,"CHAVE DE FENDA (9,5 X 250 MM)",UNIDADE
25121,190053502,BANDEIRA NACIONAL REPUBLICA DO BRASIL TIPO 20,UNIDADE
25123,190039129,SELO MECANICO,UNIDADE
25125,190039138,SELO MECANICO,UNIDADE
25128,190036176,OLEO LUBRIFICANTE COMPRESSOR AR,BALDE
25129,BR3214737,ATUADOR HIDRAULICO-PNEUMATICO LINEAR,UNIDADE
25130,190013716,LUVA DE RASPA CINZA COM PUNHO (TAM M),PAR
25133,190041304,CABO TORCIDO 3 PERNAS SISAL 12MM (1/2POL),ADUCHA
25134,190039630,ARRUELA FELTRO,UNIDADE
25135,190039841,CHAVE COMUTADORA,UNIDADE
25139,190039842,CHAVE COMUTADORA,UNIDADE
25142,190038220,BUCHA,UNIDADE
25144,190041422,ESPACADOR RETO,UNIDADE
25145,190041423,ANEL ESPAÇADOR,UNIDADE
25146,190013715,LUVA PROTECAO FOGO TECIDO NOMEX PUNHO 7 CM,PAR
25151,190039516,VALVULA ESFERA,UNIDADE
25152,190039986,GRM FUM HC,UNIDADE
25153,190039993,ELEMENTO,CONJUNTO
25154,190036868,"FIO SUTURA, MATERIAL CATGUT SIMPLES C/ AGULHA, TIPO FIO 2-0, COMPRIMENTO COMPR. MÍNIMO 70,",UNIDADE
25162,190036885,BUCHA,UNIDADE
25163,190023640,OLEO LUBRIFICANTE PRESERVATIVO INIBIDOR CORROSAO,TAMBOR
25164,190032455,OLEO LUBRIFICANTE TURBINA AVIACAO,LATA
25165,190017186,CINTO COURO BRANCO TAMANHO GRANDE 115/120 CM COMPRIMENTO,UNIDADE
25167,190017185,CINTO COURO BRANCO TAMANHO MEDIO 105/110 CM COMPRIMENTO,UNIDADE
25168,190039847,SINCRONO,UNIDADE
25169,190037422,RESISTENCIA CARTER,UNIDADE
25170,190011973,TOPIRAMATO 25MG COMPRIMIDO REVESTIDO(VO) (C1),TABLETE
25174,190038819,SELO MECANICO,UNIDADE
25175,190038826,ANEL SELO METALICO,UNIDADE
25176,190040206,MODULO ELETRONICO,UNIDADE
25208,190039904,CUBO DE ACOPLAMENTO FLEXÍVEL,UNIDADE
25222,190041305,CADERNAL ESTRALHEIRA P/ CABO (25 MM) CARGA 800 KG,UNIDADE
25223,190038412,ANEL,UNIDADE
25224,190040180,"MODULO ELETRONICO,PADRONIZADO",UNIDADE
25225,190038872,CONTRASEDE,UNIDADE
25226,190037805,ALCOOL ETILICO HIDRATADO,LITRO
25228,190040383,FLUIDO ARREFECIMENTO,LITRO
25249,190034610,REPARO BOMBA,CONJUNTO
25250,190035861,"CATETER INTRAVENOSO, ESTÉRIL, CALIBRE 14G,  COM SISTEMA DE SEGURANÇA, MATERIAL  EM POLIURETANO,",UNIDADE
25253,190037900,OCULOS PROTEÇÃO INDUSTRIAL,UNIDADE
25259,190040827,TERMISTOR,UNIDADE
25269,190040832,POTENCIOMETRO,UNIDADE
25283,190040425,GRAXA,QUILOGRAMA
25286,190038751,SEPARADOR,UNIDADE
25291,190033927,"EMBALAGEM PARA ESTERILIZAÇÃO, MATERIAL EM SMS COM GRAMATURA MÍNIMA DE 60G/ M2,
RESISTENTE A RASGOS E FUROS. DIMENSÕES: 100CMX100CM. APRESENTAÇÃO EM FOLHA.",UNIDADE
25293,190038647,ANEL,UNIDADE
25294,190039547,CONTRASEDE,UNIDADE
25295,190037423,ANODO SACRIFICIO,UNIDADE
25296,190037424,FILTRO,UNIDADE
25297,190040140,RELE TEMPO,UNIDADE
25298,190038682,ANEL VEDACAO,UNIDADE
25300,190037547,"SAPATILHO CIRCULAR P/ CABO DE FIBRA (1 3/8"")",UNIDADE
25302,190041307,DEFENSA BORRACHA 609X914MM (24X36POL),UNIDADE
25306,190040849,ROTOR,UNIDADE
25307,190039775,CHAVE ELETRICA,UNIDADE
25311,190040000,ACOPLAMENTO FLEXÍVEL,UNIDADE
25312,190038035,FILTRO,UNIDADE
25313,190038059,JUNTA,UNIDADE
25314,190033889,SEDE,UNIDADE
25315,190033890,ANEL SEDE,UNIDADE
25316,190033903,,UNIDADE
25317,190028860,ANTICONGELANTE,LITRO
25318,BR3207405,"MANILHA CURVA (3/4"") PINO ROSCADO",UNIDADE
25319,190038347,ARMD ILL,UNIDADE
25325,190038901,ANEL,UNIDADE
25326,190037668,MOLA,UNIDADE
25327,190041317,"CABO FIBRA (NAYLON), 3 POL",ADUCHA
25329,190041324,"REDUÇÃO TRIPLA (2 1/2"" PARA 1 1/2"" X 1 1/2"" X 1 1/2"") ROSCA",UNIDADE
25342,BR3207406,"MANILHA CURVA (7/8"") PINO ROSCADO",UNIDADE
25347,190035595,COMPOSTO REVESTIMENTO EPOXI,BALDE
25354,190035529,COMPOSTO REVESTIMENTO EPOXI,BALDE
25360,BR3207585,SAPATILHO OVAL PARA CABO DE AÇO (13 MM),UNIDADE
25363,190013509,LINHA DE NYLON TRANÇADO (6 MM),QUILOGRAMA
25364,190039321,ANEL TRAVAMENTO,UNIDADE
25365,190041379,CHAVE HEXAGONAL (ALLEN) 19 MM,UNIDADE
25369,190038219,BUCHA,UNIDADE
25370,190038229,BUCHA SEGURANCA,UNIDADE
25371,190039875,HASTE,UNIDADE
25372,190039550,VALVULA,UNIDADE
25373,190039554,VALVULA GLOBO,UNIDADE
25374,190039557,VALVULA GLOBO,UNIDADE
25377,190040354,"ESPICHA DE AÇO (CABEÇA 1 1/4"")",UNIDADE
25390,000123571,INFLADOR COLETE SALVA-VIDAS,UNIDADE
25392,190026330,"SOLEIRA DE MADEIRA (3"" X 5"" X 5"")",UNIDADE
25396,BR3207396,"SAPATILHO OVAL P/ CABO DE AÇO (5/8"")",UNIDADE
25400,190010681,"CUNHA MADEIRA 3,8X15,2X30,5CM (1 1/2X6X12 POL)",UNIDADE
25402,190038011,"MODULO ELETRONICO,PADRONIZADO",UNIDADE
25403,190041596,CAPA PROTECAO,UNIDADE
25405,190016886,ESPADA OF 95CM,UNIDADE
25410,190038913,ANEL,UNIDADE
25411,190040152,ELEMENTO FILTRO,UNIDADE
25413,BR3201336,MANILHA CURVA 25MM (1POL),UNIDADE
25416,190038378,FUSO ACIONADOR,JOGO
25418,190040205,MODULO ELETRONICO,UNIDADE
25419,190040210,ALCOOL HIDRATADO,LITRO
25425,190010865,OLEO LUBRIFICANTE MOTOR,BALDE
25452,190040050,MOLA CARACOL,UNIDADE
25453,190040786,ROLAMENTO ESFERA ANULAR,UNIDADE
25454,190038976,MANOMETRO PRESSAO,UNIDADE
25455,190038985,MANOVACUOMETRO,UNIDADE
25456,190041321,"CABO DE NYLON (CIRC. 2"")",ADUCHA
25468,190040014,MANCAL,UNIDADE
25469,190039579,VALVULA AGULHA,UNIDADE
25470,190037848,CART 11.43 LR LA,UNIDADE
25471,190040327,CROQUE DE BARCO,UNIDADE
25475,190040278,"ESGUICHO DE VAZÃO VARIÁVEL (1 1/2"") STORZ",UNIDADE
25513,190041323,"CABO DE NYLON TORCIDO (DN 8 MM - CIRC. 1"")",ADUCHA
25540,190039146,SELO MECANICO,UNIDADE
25541,190039148,CONJUNTO VEDACAO,CONJUNTO
25543,190039535,VALVULA DESCARGA,UNIDADE
25544,190040453,EMBOLO,UNIDADE
25545,190013532,BOTA PVC CANO LONGO TAM 44,PAR
25557,190022993,JAQUETA SALVA-VIDAS VERMELHO MÉDIO,UNIDADE
25560,190039448,MOLA,UNIDADE
25561,190039558,VALVULA,UNIDADE
25579,190028653,EXTINTOR DE INCÊNDIO DE ÁGUA PRESSURIZADA (10 L),UNIDADE
25590,190016056,"GRAMPO PARA FITA DE PERCINTAR (3/4"")",UNIDADE
25592,190027245,"AGULHA DESCARTÁVEL, COM SISTEMA DE SEGURANÇA, MATERIAL TUBO AÇO INOXIDÁVEL, NÚMERO 25X7, APLICAÇÃO COM PROTETOR   PLÁSTICO, IDENT. COR UNIVERSAL TIPO HIPODÉRMICO, TIPO BISEL CURTO, TRIFACETADO E AFIADA, COM PAREDES FINAS, ESTERIL, ATÓXICA, SILICONI",UNIDADE
25598,190025053,OLEO LUBRIFICANTE MOTOR 2T,LITRO
25613,190023814,BOBINA,UNIDADE
25614,190023815,BOBINA,UNIDADE
25616,190023651,FUSIVEL,UNIDADE
25617,190023662,FUSIVEL,UNIDADE
25618,190026878,BLOCO,UNIDADE
25619,190026879,BLOCO,UNIDADE
25621,190026880,BLOCO,UNIDADE
25623,190029536,TINTA ALQUIDICA PRETA FOSCA,BALDE
25642,190023791,TINTA ALQUIDICA PRETA MUNSELL N-1,GALAO
25671,190023677,ALARME SONORO,UNIDADE
25676,190019016,CAMISA BEGE M/M (BOLSO RETO) 2,UNIDADE
25679,190019017,CAMISA BEGE M/M (BOLSO RETO) 3,UNIDADE
25682,190019094,GORRO BEGE 58 (100%POL),UNIDADE
25685,190019095,GORRO BEGE 59 (100%POL),UNIDADE
25688,190029749,TINTA ALQUIDICA CINZA,BALDE
25720,190029522,SEDE,UNIDADE
25722,190029523,SEDE VALVULA,UNIDADE
25723,190029525,MOLA,UNIDADE
25725,190029527,MOLA,UNIDADE
25729,190029528,MOLA,UNIDADE
25749,190026042,"SONDA DE ASPIRAÇÃO TRAQUEAL N 14, ESTÉRIL, DESCARTÁVEL,  DEVE CONTER TRÊS ORIFÍCIOS NA SUA EXTREMIDADE DISTAL E CONECTOR NA EXTREMIDADE PROXIMAL PARA INTERMEDIÁRIO.",UNIDADE
25751,190027568,PARAFUSO,UNIDADE
25752,190026834,"SONDA TIPO FOLEY ESTÉRIL, DESCARTÁVEL, COM  CALIBRE 18 FR E 2 VIAS. MATERIAL EM LÁTEX SILICONIZADO, BALÃO COM CAPAC. DE 5 A 15ML RESISTENTE À PRESSÃO. DEVE POSSUIR SUPERFÍCIE LISA E ORIFÍCIOS LATERAIS  EFICIENTES COM PONTA ATRAUMÁTICA. VÁLVULA ADAPTÁ",UNIDADE
25754,190027106,ENCAIXE,UNIDADE
25755,190027213,"LUVA EM LÁTEX,  COM PÓ, DESCARTÁVEL,  PARA PROCEDIMENTO NÃO ESTÉRIL. TAMANHO PEQUENO. CAIXA COM 100 UN",CAIXA
25756,190025162,MANCAL AXIAL ENCOSTO,UNIDADE
25757,190023726,MÁSCARA DE ESCAPE EM EMERGÊNCIA,CONJUNTO
25759,190032383,"SISTEMA P/ DRENAGEM MEDIASTINAL ESTÉRIL, C/ DRENO Nº 16,  COLETOR RÍGIDO DE 500 ML",UNIDADE
25760,190029663,GRAXA,BISNAGA
25761,190029844,GRAXA CABO ARAME X ENGRENAGEM EXPOSTA,BALDE
25763,190023435,"FILME PERIAPICAL ADULTO TAMANHO 31 X 41 MM, COMPOSIÇÃO POLIESTER COM EMULSÃO FOTOSENSÍVEL, CAIXA COM 150 UNIDADES, VELOCIDADE F  REVESTIMENTO DA PELÍCULA EM COR LILÁS.",CAIXA
